Gene	S1	S2	S3	S4	S5	S6	S7	S8
NCKAP5L	0.1140005	0.1955017	0.17062315	0.2718575	0.0526691	0.42185550000000005	0.2797245	0.4910335
NCKIPSD	0.0	0.0872395	0.0	0.45045100000000005	0.0895545	0.46082650000000003	0.3777735	0.5046244
NCL	5.674945	5.4011499999999995	4.043115	7.777975	4.015955	8.676359999999999	5.8423750000000005	3.171495
NCLN	1.81636	0.262891	0.435323	0.798489	1.16829	0.0	0.849806	0.535366
NCLP1	0.0767858	0.0310316	0.102502	0.193907	0.171046	0.0528893	0.205399	0.344445
NCLP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCMAP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCOA1	2.29014	1.7120419999999998	1.978845	2.197	2.176965	2.57809	3.57246	2.14892
NCOA2	0.0	0.299363	0.67228	0.199758	0.288465	0.399193	0.847004	0.569482
NCOA3	1.29558	3.028335	1.416315	2.0352485	1.8528850000000001	3.2812799999999998	2.137205	4.22073
NCOA4	0.8567935	1.98903	0.7123539999999999	0.694356	0.9612345	2.8112000000000004	1.67009	2.3792999999999997
NCOA4P1	0.0	0.192872	0.0	0.0	0.0516603	0.0	0.0	0.0
NCOA4P2	0.0	0.0	0.0	0.0	0.103459	0.0384448	0.0	0.0
NCOA4P3	0.113355	0.0327474	0.0434883	0.0819974	0.0805813	0.0560223	0.31419	0.135572
NCOA4P4	0.0916124	0.0167555	0.0438028	0.0	0.0623862	0.0	0.0246609	0.16064
NCOA5	4.80456	6.18681	3.05588	7.37985	4.02711	5.06875	6.4909	6.58926
NCOA5LP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCOA6	0.0	0.0	0.053784	0.3504565	0.142962	0.0	1.54728e-10	0.0
NCOA7	0.604182	0.1458845	0.564881	0.6035885	1.3718395	0.439076	0.8127875	0.3454325
NCOR1	0.6244025	0.3282735	0.6664325	0.8847134999999999	0.6048165	0.40513699999999997	0.502084	0.307275
NCOR1P1	0.1266145	0.2001332	0.0	0.44631750000000003	0.254334	0.391874	0.0	0.560415
NCOR1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCOR1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCOR1P4	0.0	0.0	0.426746	0.0	0.65489	0.0305317	1.07097	0.0
NCOR2	0.1778035	0.04369635	0.086516	1.275525e-07	0.0624181	0.20212665000000002	0.3165185	0.0609118
NCR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NCR3	0.0	0.051953	0.106607	0.0	0.147389	0.0	0.0	0.0
NCR3LG1	0.0	0.0	0.0	0.0	0.0711363	0.0	0.0	0.0
NCS1	0.00600815	0.0	0.36953	0.0808415	0.1053505	0.1027325	0.239785	0.0
NCSTN	1.22644	0.864647	0.778085	0.482348	1.17227	1.1953	0.6091	0.815137
NCSTNP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDC1	0.0	1.42038	0.806193	1.52121	0.0	1.41068	1.42141	2.13497
NDC80	0.49527750000000004	0.2863705	0.9000735	0.1159665	0.209236	0.2022215	0.2282565	0.3055275
NDE1	0.267273	0.61843	0.466615	0.634386	0.84885	0.83878	0.52545	0.766856
NDE1P2	0.532598	0.161325	0.275419	0.119681	0.231982	0.0733849	0.19561	0.0574764
NDEL1	0.49785100000000004	0.1623415	0.311235	0.365153	0.2697615	0.4563215	0.346085	0.3584285
NDFIP1	0.417767	1.49546	0.165	4.65763	1.1127	1.78057	1.04438	2.2912
NDFIP1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDFIP2	0.000598782	0.565624	0.0818222	0.202481	0.000941214	0.000445752	0.0180674	0.00103888
NDNF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDOR1	1.21	0.812095	1.04353	0.94246	1.03556	1.23235	0.836282	1.72154
NDP	0.0	0.0	0.0	0.0	0.0407966	0.0	0.0853234	0.0
NDRG1	0.0	0.0	0.227339	0.149221	0.20276	0.0	0.0	0.0
NDRG2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDRG3	0.608526	0.52702	0.8706305000000001	0.2428885	0.686655	0.3743515	0.459344	0.7166975
NDRG4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDST1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDST2	5.61904	3.09324	2.54836	2.92179	2.86932	4.04135	3.21459	4.05354
NDST3	0.0	0.0	0.0	0.0	0.0	0.0131334	0.0	0.0731042
NDST4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA10	0.0658065	0.2807735	0.397686	0.2358665	0.8264765000000001	0.2225475	0.5403519999999999	0.9060345000000001
NDUFA11	3.33834	2.35241	1.76244	4.0518	3.8969	3.06907	1.8172	2.6126
NDUFA12	1.19297	0.273583	1.32419	0.167867	2.19528	0.16466	2.7406	0.186848
NDUFA12P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA13	0.674587	1.050988	2.27446	1.2039900000000001	0.5484865	1.394365	0.824332	1.621375
NDUFA2	10.3933	7.25923	6.96334	13.7919	6.42928	10.6006	8.93245	10.5178
NDUFA3	1.61365	0.760492	1.85353	1.58946	1.18683	1.92967	1.91083	1.82996
NDUFA3P1	0.0	0.0	0.0	0.0	0.254833	0.0	0.989244	0.0
NDUFA3P2	0.0	0.0	0.292654	1.25808	0.0	0.0	0.375796	0.524573
NDUFA3P3	0.0	0.0	0.0	0.0	0.0	0.2497	0.0	0.0
NDUFA3P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA3P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA4	11.3069	5.68448	6.67901	5.1662	5.46598	8.21321	4.32527	4.74227
NDUFA4L2	0.0	0.0	0.0	0.0	0.0	1.01284e-06	0.0	0.0
NDUFA4P1	6.12819	2.92172	10.0142	3.09073	5.36296	4.61483	1.62734	3.91039
NDUFA4P2	0.0	0.0	0.271463	0.0	0.0	0.0	0.346689	0.244202
NDUFA5	0.86017	1.09113	0.815485	2.34939	1.29408	1.25118	0.717038	1.81833
NDUFA5P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA5P10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA5P11	0.192164	0.167533	0.192538	0.387923	0.196142	0.878502	0.228817	0.583577
NDUFA5P12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA5P2	0.0	0.0	0.0	0.0	0.159433	0.0	0.0	0.152883
NDUFA5P3	0.0	0.0	0.0	0.170416	0.0	0.0	0.0	0.0
NDUFA5P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA5P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA5P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA5P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA5P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA5P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFA6	8.46913	3.02245	11.0575	7.32857	4.30495	3.70524	1.59628	0.209622
NDUFA7	0.77855	0.489351	0.346841	0.828075	0.694039	0.48734	0.152167	0.782692
NDUFA8P1	0.0	0.0	0.0	0.0	0.0	0.0	0.186103	0.0
NDUFA9	9.428835	6.574785	11.7189	7.622905	10.286835	7.28853	5.976115	7.984535000000001
NDUFA9P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFAB1	0.4194165	0.8166405000000001	0.48945150000000004	0.8387260000000001	0.397261	0.4325195	0.613136	0.26612600000000003
NDUFAB1P1	2.2207	1.60465	0.662821	1.567	2.31958	1.32811	0.268702	0.311839
NDUFAF1	4.22127	4.25568	4.11665	4.1005	3.83958	5.4912	5.38586	6.58937
NDUFAF2	0.838207	0.0	2.02155	0.367711	0.675133	0.0	0.307276	0.873092
NDUFAF2P1	0.124543	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFAF2P2	0.184428	0.863038	0.28965	0.19392	0.18347	0.0886755	0.116358	0.0910487
NDUFAF3	16.5917	20.6082	8.89985	16.2152	10.8256	24.242	16.6113	25.5502
NDUFAF4	32.01705	23.44395	23.2941	24.45175	21.5043	27.3333	23.469700000000003	16.5135
NDUFAF4P1	0.390809	0.672944	0.0943922	1.51493	0.986001	0.259744	0.340775	1.86946
NDUFAF4P2	0.0	0.0	0.0	0.0	0.0894176	0.0	0.0	0.0
NDUFAF4P3	0.770981	0.0	0.278994	0.0	0.176622	0.340958	0.111822	0.0
NDUFAF4P4	0.0	0.0	0.689835	0.198142	0.0	0.0	0.119173	0.0
NDUFAF5	0.667814	0.552813	0.383745	0.193777	0.329558	0.314683	0.778563	0.0
NDUFAF6	0.43433	0.301862	0.694096	0.499664	0.599259	0.358984	0.185272	0.334153
NDUFAF7	0.5833185	0.857081	0.7848329999999999	0.9414184999999999	0.5837749999999999	0.9864219999999999	0.31574	0.516192
NDUFAF8	1.2565	0.0	1.00031	0.513054	0.0	0.429747	2.10172	0.0
NDUFB1	4.96304	3.23846	3.75976	4.99047	2.83245	4.84103	3.39689	5.15392
NDUFB10	3.5989750000000003	0.6946815	2.329415	2.228015	2.553595	1.154697	2.83764	0.8934985
NDUFB10P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB10P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB11	86.3859	76.4776	88.8603	76.4153	95.0959	83.1048	70.6413	70.5921
NDUFB11P1	0.0	0.0	0.0	0.0	0.051949	0.0	0.0	0.051254
NDUFB1P1	0.443521	0.0	0.936973	0.0	0.923394	0.437207	0.0	0.41548
NDUFB1P2	0.0	0.0	0.448522	1.96285	0.0	0.868069	0.585061	0.0
NDUFB2	0.9164325	1.0110549999999998	1.3867500000000001	0.9008315	0.5292605	0.6964125	1.0620275000000001	1.178665
NDUFB2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB3	64.47284499999999	49.873450000000005	73.65289999999999	53.89344	67.18705	52.19433	61.715005	34.1367
NDUFB3P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB4	2.82792	3.58217	1.11113	3.58901	2.11893	3.29216	1.93862	1.69559
NDUFB4P1	0.137032	0.0	0.142802	0.293376	0.0	0.0	0.176211	0.39962
NDUFB4P10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB4P11	0.0	0.0	0.0	0.00910785	0.0089323	0.0	0.0	0.0
NDUFB4P12	0.0	0.0	0.0	0.0	0.302553	0.0	0.0	0.0
NDUFB4P2	0.264324	0.0	0.275283	0.0	0.0	0.0	0.0	0.0
NDUFB4P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB4P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB4P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB4P6	0.0	0.0	0.150933	0.467122	0.0	0.0	0.18685	0.0
NDUFB4P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB4P8	0.0	0.0	0.15035	0.0	0.0	0.0	0.0	0.0
NDUFB4P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB5	0.436368	0.571987	0.225614	0.778558	0.37791	0.57678	0.407601	0.276051
NDUFB5P1	0.0808628	0.0	0.0	0.0	0.153324	0.0773955	0.0	0.0
NDUFB5P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB6	26.648069999999997	13.883795	30.226645	18.63213	26.388655	21.72642	25.660355000000003	19.175845
NDUFB7	0.0	0.316947	0.0	0.0	0.0	0.0	0.0	0.6711
NDUFB8	3.4640500000000003	4.40255	3.298255	3.08406	2.92138	3.622105	2.5674900000000003	3.2380750000000003
NDUFB8P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFB8P2	0.86583	2.87866	1.00003	3.43968	2.41005	1.1632	0.760628	1.7998
NDUFB9	1.06281	0.757999	1.29694	1.13653	0.385525	0.76651	0.594037	1.10071
NDUFB9P1	0.0	0.0	0.048275	0.14544	0.137602	0.0	0.0	0.0
NDUFB9P2	0.187738	0.262203	0.0	0.0	0.0	0.271339	0.118111	0.0933148
NDUFB9P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFC1	3.4501665	1.0587705	4.729135	2.94917	1.885113	0.6593169999999999	3.568785	1.4011465
NDUFC2	36.6972045	31.80927	48.23255	29.56977	42.3021594	35.151933	39.742615	28.921165
NDUFC2-KCTD14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFS1	1.93382	1.73867	3.18497	2.81559	1.52002	1.0831	0.815162	2.22038
NDUFS2	1.35241	1.01806	1.0469	3.37373	0.524711	2.3499	0.355709	3.17782
NDUFS3	0.683831	0.261707	0.52226	0.412866	0.240142	0.461331	0.651321	0.422604
NDUFS4	2.06865	0.645155	1.03568	1.16625	1.25029	0.781873	0.866093	0.272692
NDUFS5	352.363	322.45	215.194	207.842	224.644	193.355	279.351	252.308
NDUFS5P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFS5P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFS5P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFS5P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFS5P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFS5P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFS6	3.9242	2.44088	2.44896	2.35511	2.877655	3.318463	3.48019	3.931115
NDUFS6P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NDUFS7	0.255009	0.308162	0.174474	0.0	0.194384	0.317138	0.327779	0.143832
NDUFS8	1.1179645	1.380668	0.9559949999999999	1.3756400000000002	0.7696265	1.148245	1.179325	1.0439455
NDUFV1	0.34106800000000004	0.1855685	0.070112481625	0.23177899999999999	0.1632045	0.14535105	0.025679365	0.1597175
NDUFV2	2.1316699999999997	1.55569	1.30392	3.7665100000000002	0.7441845	1.930065	0.7942484999999999	1.62998
NDUFV2P1	14.5905	8.70448	14.0723	14.9099	14.9233	16.1652	10.7765	11.6418
NDUFV3	1.00407	1.63213	1.91472	1.71566	1.45765	1.29774	1.52306	1.54842
NEB	0.0	0.0	0.0	0.03065625	0.00148891	0.003924245	0.0	0.0
NEBL	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECAB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECAB2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECAB3	0.0	0.0	0.0	0.0	0.0	0.0	0.105419	0.0
NECAP1	0.07146055000000001	0.0	0.24196250000000002	0.4216065	0.00011391710000000001	0.388887	0.2882965	0.32129399999999997
NECAP1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NECAP1P2	0.058888	0.0	0.0	0.243435	0.0	0.0	0.435801	0.347456
NECAP2	0.789939	1.19553	1.04708	1.13613	0.480521	1.30796	0.775879	1.48952
NECTIN1	0.0	0.0	0.0	0.0	1.226275e-06	0.0	0.0	0.0
NECTIN2	0.0	0.0	0.0834027	2.86263e-07	0.0	0.0	0.0889145	0.0147216
NECTIN3	0.0	0.162303	0.0433955	0.0	0.0	0.02143455	0.0	0.0435409
NECTIN4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEDD1	2.3558700000000004	2.761055	1.4542074999999999	2.82672	1.74091	2.000235	3.5639250000000002	2.556485
NEDD4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEDD4L	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEDD8	1.43717	1.16946	0.61947	1.78372	0.973529	1.09102	1.89293	1.0553
NEDD8-MDP1	0.112195	0.0	0.0	0.000692055	0.1608235	0.0	0.0616265	0.0
NEDD8P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEDD9	0.563886	0.820588	1.50486	0.964404	0.765106	0.730197	0.478943	0.6733
NEFHP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.013217
NEFL	0.0	0.0	0.0119696	0.0	0.483141	0.0	0.0	0.492176
NEFLP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEFM	0.0	0.0	0.082297	0.0224272	0.0	0.0	0.0468273	0.0232912
NEFMP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEGR1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEIL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEIL2	0.23346300000000003	2.1161885	0.6018456	1.0592139999999999	1.0797885	1.1006415	1.8746289999999999	1.093188
NEIL3	0.0452741	0.0	0.189755	0.115767	0.0911827	0.0	0.0536473	0.0594083
NEK1	0.5646665	0.7242379999999999	0.7675365	1.41116	1.114595	1.082118	1.120908	0.9595115
NEK10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEK11	0.0	0.0	0.0	0.0	0.0	0.01401925	3.049675e-09	0.0
NEK2	0.0654565	0.03840185	0.03808665	0.02142345	0.0	0.082124	0.2066825	0.066998
NEK2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEK2P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEK2P4	0.0	0.0243019	0.0	0.0	0.0290594	0.0	0.0352134	0.0
NEK3	0.0	0.3197465	0.0	0.0	0.104889	0.0	0.0001258485	0.050857960005
NEK4	0.32210300000000003	1.66281	0.20891400000000002	1.2490985000000001	0.316579014	0.6271205	0.322473621165	1.51402
NEK4P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEK4P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEK4P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEK5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.132113
NEK6	9.890469999999999e-10	0.0	0.0	0.0	6.13704e-10	0.0	0.0	0.0
NEK7	0.339665	0.266586	0.286455	0.760296	0.705293	0.244194	0.516625	0.533066
NEK8	0.319271	0.0	0.157789	0.0	0.0	0.356771	0.109064	0.00185749
NEK9	1.549704	0.473332	0.9542904999999999	1.7855560000000001	1.7669475000000001	1.0498645	1.0204170000000001	2.4806
NELFA	0.172094	0.393626	0.754464	0.263317	0.0	0.191397	0.311505	0.0
NELFCD	1.1455549999999999	2.15684	1.5029050000000002	2.066035	1.336195	1.550824	2.026835	2.612005
NELFE	0.1216	0.325573	0.251448	0.248953	0.137619	0.270493	0.350131	0.326103
NELL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NELL2	0.0	0.976005	0.351505	1.43232	0.0	1.02857	0.271386	1.0891
NEMF	0.7614905	0.395106	0.4184535	0.7802335	0.688806	0.2604125	0.30186250000000003	0.2654595
NEMP1	0.469979	0.344078	0.0	0.343705	0.839831	0.576446	0.495459	0.982324
NEMP2	1.41491	0.332237	2.22739	1.22911	1.02932	1.79325	1.86243	0.467707
NENF	1.04215	1.75387	1.37023	0.350808	0.406023	0.967583	0.281469	0.26942
NENFP1	0.4157	0.492061	0.325874	0.659278	0.103592	0.301065	1.58297	1.94203
NENFP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NENFP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEO1	0.1095387	0.310448	0.0	0.3245604	0.00022921771205	0.0245657	0.079868	0.37360499999999996
NEPNP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEPRO	0.338853	0.249792	1.03286	0.779963	0.462809	0.475978	0.779321	0.367142
NET1	0.0	0.0	0.0	0.0	0.239988	1.80373	0.0	4.19734
NETO1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NETO2	5.64755	1.219007	3.8013950000000003	0.8786735	5.247795	0.314348752	2.1376570000000004	0.690285
NEU1	0.0166005	0.0791148	0.0929326	0.0	0.144898	0.101839	0.158166	0.124551
NEU2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEU3	0.081102	0.14519545	0.48760000000000003	0.454623	0.2895885	0.283373	0.1457715	0.817961
NEU4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NEURL1	0.1410985	0.1600935	0.2067935	0.146775	0.420566	0.1343125	0.1755965	0.0
NEURL1B	0.0	0.0	0.0	0.03156915	0.01537765	0.068835	0.0	0.07437
NEURL2	0.315995	0.352468	0.524591	0.34817	1.07212	1.81088	0.48125	0.287928
NEURL3	0.0	0.0607738	0.0767784	0.0394338	0.0	0.0767115	0.149406	0.30364
NEURL4	0.077037	0.0	0.0	6.03544e-08	0.0	0.0	0.102112	0.269448
NEUROD2	0.0194145	0.0143396	0.0266562	0.0348761	0.00938331	0.0165021	0.0375407	0.0362338
NEXN	0.0	0.0466713	0.0	0.0	0.128151	0.204848	0.0	0.0
NF1	0.0542359	0.00793815	0.031935685000000005	0.034687499999999996	0.08355119999999999	0.09160404999999999	0.14754915000000002	0.02250405
NF1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF1P10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF1P11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF1P12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF1P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF1P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF1P5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF1P6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF1P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF1P8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF1P9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NF2	0.148559	0.100421	0.307141	0.266885	0.126139	0.08575	0.0518242	0.174972
NFAM1	0.0649753	0.192383	0.0	0.0	0.258049	0.061634	0.157645	0.192244
NFASC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFAT5	0.0	1.29836e-07	0.0	0.44751	0.0895336	0.0743547	0.101686	5.02639e-10
NFATC1	7.85492e-08	0.206853	0.497584	0.270327	0.0	0.233965	0.632698	0.119013
NFATC2	0.576855	0.202498	0.62376	0.9115495	0.3967285	0.362478	0.823355	4.76363
NFATC2IP	2.10329	1.39262	2.19802	2.00604	2.73562	2.80025	1.75287	4.15188
NFATC3	0.949147	1.59857	1.18927	1.39287	3.03986	1.43691	1.5683	1.44638
NFATC4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFE2	0.0	0.0	0.0	0.0	0.0	0.0	0.0334325	0.0
NFE2L1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFE2L2	0.966346	1.16912	1.43236	2.0393	2.24022	1.97529	3.13975	2.20989
NFE2L3	1.621855	2.79892	2.288116	2.8366100000000003	1.3346200000000001	1.6723555	0.853515	0.5364975000000001
NFE2L3P1	0.078847	0.0	0.0209877	0.140024	0.0777123	0.0178456	0.0709961	0.073936
NFE4	0.0	0.0	0.0	0.0	0.0	0.365157	0.0	0.0
NFIA	0.0	0.0	0.0	0.0	0.0	0.0	0.144001	0.0
NFIB	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFIC	0.0738706	0.12676955	0.17849025	0.2635175	0.2467235	0.221336	0.309048	0.513475
NFIX	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFKB1	0.132087	0.171052	0.201518	0.429613	0.324771	0.84233	0.828364	0.708029
NFKB2	0.343541	0.916558	0.9944085	1.318294	0.6918405	0.7877945	0.6786890000000001	2.32035
NFKBIA	2.65928	4.15162	3.93458	2.82136	3.83051	1.94245	3.53911	7.00128
NFKBIB	1.30962	0.475494	0.120318	0.0	0.209236	0.0266788	0.147374	0.0213844
NFKBID	0.904969	1.47149	1.36558	1.67038	0.278334	1.39865	1.37675	1.71026
NFKBIE	1.18291	0.850414	3.82092	0.724726	0.394868	0.744822	0.76694	1.38155
NFKBIL1	0.144252	0.00925709	0.151746	0.179556	0.122947	0.252605	0.23268	0.155635
NFKBIZ	0.617817	0.62717	1.06269	1.57302	0.716562	1.01181	0.766321	1.70505
NFRKB	2.19368	1.7386	1.4282	2.05475	1.40819	1.85101	1.65695	2.82237
NFS1	0.565449	0.8929	0.70007	0.497232	0.300838	0.516909	0.494181	0.422674
NFU1	4.54913	1.86101	5.23053	2.35294	2.80024	1.14426	1.91122	1.11342
NFU1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFU1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFX1	0.854622	1.32239	1.16571	1.28262	1.5383	1.0666	1.21948	0.971567
NFXL1	0.0	0.0	0.0	0.138143	0.260407	0.0	0.324532	2.52992e-05
NFYA	6.58661	7.15968	4.32509	6.63779	8.33066	10.1724	7.72603	11.962
NFYAP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NFYB	8.42605	1.28135	3.58422	5.8163	9.57534	8.27219	6.00957	2.27059
NFYBP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0902977	0.0
NFYC	0.7323010000000001	0.7675305	0.767702	0.8974625	1.107055	0.528084	0.675044	0.9363509999999999
NFYCP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0400989
NFYCP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NGDN	0.6690585	1.151085	1.29173	2.078275	0.8272079999999999	0.441588	1.0611995	1.1984285
NGEF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NGFR	0.0	0.041148	0.09706880000000001	0.0	0.03988435	0.0182697	0.0359506	0.0
NGLY1	0.941201	0.801058	0.469993	0.612035	0.584945	0.906658	0.659303	0.790295
NGRN	35.4571535	43.203822100000004	31.8614895	33.1855495	38.21725	32.0011355	33.504338000000004	31.0982
NHEJ1	0.0	2.7475e-06	0.0	0.0	1.59562e-06	0.119122	0.112288	0.0
NHLH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NHLRC2	3.49393	2.82664	5.066245	3.19113	4.444095	2.799075	3.964425	3.109715
NHLRC3	0.9991725	1.1210935	2.014405	1.356319	0.9941200000000001	1.26175	1.534415	1.5249000000000001
NHLRC4	0.424553	1.85606	3.28615	0.23187	1.53977	1.91411	2.0422	0.943232
NHP2	0.704787	0.282846	0.127561	1.8859	1.03754	1.57502	0.141388	0.107841
NHP2P1	0.0	0.103454	0.0	0.0	0.0	0.0	0.0	0.0
NHP2P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NHS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NHSL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NHSL2	0.059992199999999996	0.2282175	0.10796185	0.268179	0.318462	0.0780844	0.35779649999999996	0.0840445
NIBAN1	0.2048305	0.936086	1.08356	1.1465035000000001	1.62199	0.302914	1.30525	0.5903494
NIBAN2	0.0	0.0	0.041082150000000005	0.001750885	0.0	0.000250387	0.0	0.0
NIBAN3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NICN1	0.594911	0.155051	0.0	0.555571	0.0325442	1.33257	1.37744	1.18845
